Taxa Group,Family,InterestedGroup,Subfamily,Genus,Species,Taxa Original label in the French data-base,0.25cm,0.250.5cm,0.51cm,12cm,24cm,48cm,8cm,1year,more1year,less1,1year,more1,egg,larva,nymph,adult,ovoviviparity,isolated eggs free,isolated eggs cemented,clutches cemented or fixed,clutches free,clutches in vegetation,clutches terrestrial,asexual reproduction,aquatic passive,aquatic active,aerial passive,aerial active,eggs statoblasts,cocoons,housings against desiccation,diapause or dormancy,none,microorganisms,detritus less 1mm,dead plant more 1mm,living microphytes,living macrophytes,dead animal more 1mm,living microinvertebrates,living macroinvertebrates,vertebrates,absorber,deposit feeder,shredder,scraper,filter-feeder,piercer,predator,parasite,tegument,gill,plastron,spiracle,hydrostatic vesicle,cold less 15C,warm more 15C,eurythermic,less 4,more 4-4.5,more 4.5-5,more 5-5.5,more 5.5-6,more 6,oligotrophic,mesotrophic,eutrophic,xenosaprobic,oligosaprobic,b-mesosaprobic,a-mesosaprobic,polysaprobic,freshwater,brackish water,2  Pyrenees,4  Alps,8  Vosges Jura Massif Central,13a  lowlands oceanic,13b  lowlands mediterranean,lowlands,piedmont level,alpine level,crenon,epirithron,metarithron,hyporithron,epipotamon,metapotamon,estuary,outside river system,river channel,banks connected side-arms,ponds pools disconnected side-arms,marshes peat bogs,temporary waters,lakes,groundwaters,flagsboulderscobblespebbles,gravel,sand,silt,macrophytes,microphytes,twigsroots,organic detrituslitter,mud,flier,surface swimmer,full water swimmer,crawler,burrower,interstitial,temporarily attached,permanently attached,null,slow less 25 cms,medium 25-50 cmlesss,fast more 50 cms
Gastropoda,PLANORBIDAE,PLANORBIDAE,[Fam:PLANORBIDAE],Anisus,sp.,Anisus,0,0,3,2,0,0,0,3,0,0,3,0,3,0,0,1,0,0,0,3,0,0,0,0,2,1,0,0,1,0,1,3,0,0,0,3,4,3,1,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,1,1,3,3,2,0,0,1,3,1,0,3,2,3,3,3,3,3,3,0,0,0,0,1,2,2,1,0,4,0,3,2,0,3,0,0,3,1,0,0,5,1,0,0,3,0,1,0,3,0,0,0,0,3,1,0,0
Gastropoda,PLANORBIDAE,PLANORBIDAE,[Fam:PLANORBIDAE],Planorbis,sp.,Planorbis,0,0,0,3,0,0,0,3,0,0,3,1,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,3,2,2,1,0,0,0,0,0,1,2,0,0,0,0,3,2,0,0,0,0,1,3,0,0,0,0,1,3,0,3,2,0,1,3,1,0,3,2,3,3,3,3,3,3,1,0,1,1,1,3,3,1,0,4,1,3,3,2,1,1,0,3,1,1,1,5,1,0,2,3,0,2,0,4,0,0,0,0,3,1,0,0
Gastropoda,PHYSIDAE,PHYSIDAE,[Fam:PHYSIDAE],Physa,fontinalis,Physa fontinalis,0,0,1,3,0,0,0,3,1,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,3,5,1,1,0,1,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,2,3,0,0,0,0,1,3,1,2,2,0,1,3,2,0,3,3,3,3,3,3,3,3,0,0,0,1,2,3,3,3,1,5,0,2,5,1,1,0,0,3,1,0,1,5,1,0,1,2,0,2,0,4,0,0,0,0,3,1,0,0
Gastropoda,PHYSIDAE,PHYSIDAE,[Fam:PHYSIDAE],Physella,sp.,Physella,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,2,3,3,1,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,1,0,0,2,3,1,3,1,0,0,2,0,0,3,0,0,1,1,1,1,1,1,0,1,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0
Gastropoda,PHYSIDAE,PHYSIDAE,[Fam:PHYSIDAE],Aplexa,hypnorum,Aplexa hypnorum,0,0,0,3,0,0,0,3,0,0,3,1,3,0,0,2,0,0,0,3,0,0,0,0,2,1,0,0,1,0,0,3,0,0,0,2,3,1,1,0,1,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,1,2,3,0,3,1,0,2,3,0,0,3,1,3,3,3,3,1,3,0,0,2,0,0,0,1,0,0,3,0,1,2,0,3,0,0,3,1,0,0,4,1,0,2,3,0,1,0,3,0,0,0,0,2,2,0,0
Gastropoda,LYMNAEIDAE,LYMNAEIDAE,[Fam:LYMNAEIDAE],Myxas,glutinosa,Myxas glutinosa,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,2,3,1,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,1,1,3,0,3,0,0,0,3,1,0,3,0,3,3,3,2,0,3,0,0,0,0,0,1,3,1,0,3,0,2,3,1,0,0,0,3,1,0,0,4,1,0,0,3,0,0,0,3,0,0,0,0,3,1,1,0
Gastropoda,LYMNAEIDAE,LYMNAEIDAE,[Fam:LYMNAEIDAE],Stagnicola,sp.,Stagnicola,0,0,0,0,3,0,0,3,0,0,3,1,3,0,0,2,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,2,3,1,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,2,2,3,0,2,1,0,2,3,1,0,3,2,0,0,2,0,0,3,0,0,0,0,1,2,3,2,0,4,0,3,3,2,2,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,0,3,1,0,0
Gastropoda,LYMNAEIDAE,LYMNAEIDAE,[Fam:LYMNAEIDAE],Galba,truncatula,Galba truncatula,0,0,0,3,1,0,0,3,0,0,0,3,3,0,0,1,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,3,4,2,1,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,3,1,2,2,2,2,2,1,1,1,1,1,2,1,1,3,1,3,3,3,3,3,3,3,1,1,3,2,1,1,1,0,4,0,3,2,2,3,0,0,3,1,0,0,4,1,2,0,3,0,0,0,3,0,0,0,0,1,1,2,0
Gastropoda,LYMNAEIDAE,LYMNAEIDAE,[Fam:LYMNAEIDAE],Lymnaea,stagnalis,Lymnaea stagnalis,0,0,0,0,3,3,0,3,2,1,3,0,3,0,0,2,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,2,0,0,1,2,3,0,3,0,2,0,0,0,1,3,0,0,2,0,3,0,0,0,0,0,2,3,0,0,0,1,2,3,1,3,2,0,1,3,0,0,3,3,3,3,3,3,3,3,2,1,1,2,2,3,3,1,0,5,0,3,5,1,1,2,0,1,2,1,1,5,1,0,2,3,0,1,0,3,0,0,0,0,3,3,1,0
Gastropoda,LYMNAEIDAE,LYMNAEIDAE,[Fam:LYMNAEIDAE],Radix,sp.,Radix,0,0,0,1,3,0,0,2,3,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,3,5,3,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,2,3,0,3,1,0,1,3,2,0,3,2,3,3,3,3,3,3,3,1,1,2,3,2,3,1,0,2,0,3,2,0,1,0,0,3,1,1,1,5,1,0,0,3,0,1,0,3,0,0,0,0,3,3,0,0
Bivalvia,SPHAERIIDAE,SPHAERIIDAE,[Fam:SPHAERIIDAE],Sphaerium,sp.,Sphaerium,0,0,0,3,1,0,0,1,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,3,0,5,1,0,2,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,3,0,0,1,2,3,3,1,3,1,0,1,3,2,0,3,1,3,3,3,3,3,3,0,0,0,1,1,3,3,3,0,2,0,1,2,1,1,1,0,2,0,4,2,2,1,0,0,4,0,0,0,1,4,0,2,0,3,2,1,0
Bivalvia,SPHAERIIDAE,SPHAERIIDAE,[Fam:SPHAERIIDAE],Pisidium,sp.,Pisidium,0,3,2,1,0,0,0,2,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,3,1,1,0,1,0,0,1,0,0,3,0,5,0,0,2,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,1,0,3,0,1,2,3,3,3,3,1,1,0,3,2,1,0,3,1,3,3,3,3,3,3,2,2,1,2,3,3,3,3,0,3,0,3,2,1,1,2,0,1,1,4,4,3,0,1,3,4,0,0,0,1,4,1,2,0,2,2,1,0
Bivalvia,CORBICULIDAE,CORBICULIDAE,[Fam:CORBICULIDAE],Corbicula,sp.,Corbicula,0,0,0,0,1,3,0,0,3,0,2,2,3,3,0,3,3,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,1,3,0,1,2,0,0,0,1,2,3,3,0,1,3,3,3,3,0,0,0,0,0,0,4,4,3,0,1,3,0,0,0,1,0,1,2,5,2,0,0,0,0,3,0,0,1,1,4,0,0,0,3,3,0,0
Bivalvia,DREISSENIDAE,DREISSENIDAE,[Fam:DREISSENIIDAE],Dreissena,polymorpha,Dreissena polymorpha,0,0,0,0,3,1,0,0,3,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,3,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1,3,0,2,1,0,1,3,1,0,3,2,3,3,3,3,3,3,0,0,0,0,0,1,4,5,2,1,3,2,2,0,0,2,0,5,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,3,3,0,0
Bivalvia,DREISSENIDAE,DREISSENIDAE,[Fam:DREISSENIIDAE],Congeria,sp.,Congeria,0,0,0,3,1,0,0,0,3,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,2,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,1,3,0,3,0,0,0,2,2,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,2,2,2,0,1,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,3,3,0,0
Bivalvia,UNIONIDAE,UNIONIDAE,UNIONINAE,Unio,sp.,Unio,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,3,0,0,3,3,2,0,3,0,3,0,0,0,0,3,3,0,3,1,3,0,0,0,0,1,3,0,0,0,0,0,3,2,3,2,0,2,3,1,0,3,1,3,3,3,3,3,3,0,0,0,0,1,2,4,4,0,2,2,2,1,0,0,1,0,2,2,5,4,0,0,0,0,3,0,0,0,0,3,0,1,0,2,3,1,1
Bivalvia,UNIONIDAE,UNIONIDAE,ANODONTINAE,Anodonta,sp.,Anodonta,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,3,0,0,3,3,2,0,3,0,3,0,0,0,0,3,3,0,3,1,3,0,0,0,0,0,3,0,0,0,0,1,3,1,2,1,0,1,2,2,0,3,1,3,3,3,3,3,3,0,0,0,0,1,2,4,4,0,1,0,1,2,0,0,1,0,0,2,5,4,2,0,0,0,4,0,0,0,0,3,0,1,0,3,3,0,0
Bivalvia,UNIONIDAE,UNIONIDAE,PSILUNIONINAE,Potomida (Psilunio),littoralis,Potomida littoralis,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,3,3,2,0,3,0,3,0,0,0,0,3,3,0,3,1,3,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,3,0,0,0,3,1,3,3,3,3,3,3,0,0,0,0,0,2,3,3,0,0,2,2,1,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,3,0,1,0,0,1,2,0
Bivalvia,UNIONIDAE,UNIONIDAE,ANODONTINAE,Pseudanodonta,sp.,Pseudanodonta,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,3,3,2,0,3,0,3,0,0,0,0,3,3,0,3,1,3,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,1,3,0,0,3,1,3,3,3,3,3,3,0,0,0,0,0,2,3,3,0,0,0,2,0,0,0,1,0,0,0,5,4,0,0,0,0,4,0,0,0,0,3,0,1,0,1,3,0,0
Bivalvia,MARGARITIFERIDAE,MARGARITIFERIDAE,[Fam:MARGARITIFERIDAE],Margaritifera,margaritifera,Margaritifera  margaritifera,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,3,2,2,0,0,0,0,3,0,0,0,0,0,3,0,3,1,3,0,0,0,2,0,2,0,0,0,0,1,3,3,0,0,1,3,0,0,0,3,0,1,0,2,0,0,3,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0
Crustacea,ARGULIDAE,ARGULIDAE,[Fam:ARGULIDAE],Argulus,sp.,Argulus,0,0,3,1,0,0,0,3,0,0,0,3,2,3,0,3,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,1,3,0,0,0,0,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,3,1,3,0,3,0,0,0,0,0,0,1,1,0,3,0,1,3,0,0,3,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,3,0,3,2,0,0
Crustacea,[Ord:Anostraca],[Ord:Anostraca],[Ord:Anostraca],Anostraca,Gen. sp.,Anostraca,0,0,2,3,1,0,0,3,0,0,0,3,2,3,0,3,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,1,1,1,1,1,3,2,0,2,2,2,2,3,3,2,0,0,0,0,0,0,0,3,0,0,2,2,3,0,0,0,0,0,2,0,0,0,2,3,0,0,3,0,0,0,0,0,3,0,0,0
Crustacea,TRIOPSIDAE,TRIOPSIDAE,[Fam:TRIOPSIDAE],Triops,cancriformis,Triops cancriformis,0,0,0,0,0,2,3,3,0,0,0,3,2,3,0,3,1,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,1,0,0,1,0,0,0,3,0,0,0,0,1,0,1,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,1,1,1,1,1,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,3,0,0,2,3,1,0,0,0,3,0,0,0
Crustacea,TRIOPSIDAE,TRIOPSIDAE,[Fam:TRIOPSIDAE],Lepidurus,apus,Lepidurus apus,0,0,0,0,0,0,3,3,0,0,0,3,2,3,0,3,1,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,1,0,0,1,0,0,0,3,0,0,0,0,1,0,1,3,0,0,0,0,2,3,0,0,0,0,1,3,0,0,3,1,1,1,1,1,3,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,3,0,0,2,3,1,0,0,0,3,0,0,0
Crustacea,[Ord:Conchostraca],[Ord:Conchostraca],[Ord:Conchostraca],Conchostraca,Gen. sp.,Conchostraca,0,0,0,3,0,0,0,3,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,1,1,1,1,1,3,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,3,0,0,0
Crustacea,GAMMARIDAE,GAMMARIDAE,[Fam:GAMMARIDAE],Gammarus,sp.,Gammarus,0,0,0,2,2,0,0,1,3,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,1,5,2,1,2,2,1,0,0,0,3,1,0,0,0,0,0,3,0,0,0,1,0,3,1,1,2,2,2,3,3,3,0,1,2,3,2,0,3,1,2,2,2,2,2,3,3,0,2,2,2,2,2,2,2,1,3,4,1,0,1,2,0,5,3,2,1,3,2,4,4,0,0,0,2,3,0,1,0,0,1,2,3,1
Crustacea,GAMMARIDAE,GAMMARIDAE,[Fam:GAMMARIDAE],Echinogammarus,sp.,Echinogammarus,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,1,5,2,1,2,2,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,2,2,2,2,0,0,2,2,0,0,3,1,2,2,2,2,2,3,0,0,0,0,0,0,1,3,2,0,3,4,0,0,0,0,0,5,3,1,1,5,2,4,4,0,0,0,2,3,0,0,0,0,0,2,0,0
Crustacea,GAMMARIDAE,GAMMARIDAE,[Fam:GAMMARIDAE],Niphargus,sp.,Niphargus,0,0,0,0,3,0,0,0,3,3,0,0,3,3,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,3,0,0,0,3,0,1,0,0,1,1,1,3,2,0,0,3,1,1,0,0,3,0,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,5,1,1,3,5,0,0,0,0,0,0,0,1,3,1,3,0,0,3,1,0,0
Crustacea,CRANGONYCITIDAE,CRANGONYCITIDAE,[Fam:CRANGONYCITIDAE],Crangonyx,sp.,Crangonyx,0,2,2,0,0,0,0,0,3,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,3,1,0,0,3,3,0,2,0,0,0,0,0,0,1,1,1,0,3,2,3,0,0,3,0,0,0,0,1,3,0,0,3,0,0,0,2,3,0,1,0,0,3,3,0,0
Crustacea,COROPHIIDAE,COROPHIIDAE,[Fam:COROPHIIDAE],Corophium,sp.,Corophium,0,0,3,0,0,0,0,3,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,2,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,0,1,3,1,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,3,0,0,3,3,0,3,1,0,0,0,1,3,1,0,0,0,3,3,0,0
Crustacea,ASELLIDAE,ASELLIDAE,[Fam:ASELLIDAE],Asellus,aquaticus,Asellus aquaticus,0,0,0,3,0,0,0,3,1,0,1,3,3,3,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,1,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,1,1,1,2,3,3,1,3,2,0,0,2,3,1,3,2,0,3,3,2,0,3,0,0,2,2,2,2,2,2,2,2,3,5,3,0,0,2,0,1,1,1,0,5,3,2,3,1,0,0,0,3,0,2,0,0,3,3,0,0
Crustacea,ASELLIDAE,ASELLIDAE,[Fam:ASELLIDAE],Proasellus,sp.,Proasellus,0,0,3,0,0,0,0,1,3,0,1,2,3,3,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,1,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,1,1,2,2,2,3,1,3,1,0,0,1,3,0,3,1,0,0,2,2,2,3,0,0,3,3,1,1,1,1,1,3,3,3,2,0,2,0,0,0,3,0,0,4,3,0,0,0,0,0,0,3,0,2,0,0,3,2,1,0
Crustacea,ATYIDAE,ATYIDAE,[Fam:ATYIDAE],Atyaephyra,desmaresti,Atyaephyra desmarestii,0,0,0,0,3,0,0,1,3,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,3,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,1,3,0,2,3,0,1,3,1,0,3,1,0,1,1,3,1,3,0,0,0,0,0,0,2,3,0,2,1,3,1,3,1,2,0,1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0
Crustacea,ASTACIDAE,ASTACIDAE,[Fam:ASTACIDAE],Astacus,astacus,Astacus astacus,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,3,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,2,0,1,1,0,0,0,2,0,0,3,0,0,0,2,2,2,0,0,1,1,1,1,3,1,0,0,1,2,1,0,3,1,2,1,2,2,1,3,0,0,0,1,2,2,1,0,0,1,0,2,2,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,4,2,0,0,0,2,2,1,0
Crustacea,ASTACIDAE,ASTACIDAE,[Fam:ASTACIDAE],Austropotamobius,sp.,Austropotamobius,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,2,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,3,0,2,2,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,1,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,3,0,3,3,3,3,3,3,0,0,0,3,3,0,0,0,0,1,0,2,2,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,1,3,2
Crustacea,ASTACIDAE,ASTACIDAE,[Fam:ASTACIDAE],Pacifastacus,sp.,Pacifastacus,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,3,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,1,2,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,2,1,3,1,0,0,1,1,1,0,0,0,1,0,3,2,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,4,1,0,0,0,0,2,2,0
Crustacea,CAMBARIDAE,CAMBARIDAE,[Fam:CAMBARIDAE],Orconectes,limosus,Orconectes limosus,0,0,0,0,0,1,3,0,3,0,3,0,3,3,0,3,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,2,2,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,2,3,0,0,0,3,2,0,3,0,1,2,3,3,2,3,0,0,0,1,2,2,2,2,0,1,0,2,2,0,0,1,0,2,0,0,2,3,0,0,0,0,0,0,1,4,0,0,0,0,2,3,1,0
Crustacea,CAMBARIDAE,CAMBARIDAE,[Fam:CAMBARIDAE],Procambarus,clarkii,Procambarus clarkii,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,2,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,3,0,3,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0
Crustacea,GRAPSIDAE,GRAPSIDAE,[Fam:GRAPSIDAE],Eriocheir,sinensis,Eriocheir sinensis,0,0,0,0,0,3,2,0,3,0,3,0,3,3,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,1,0,0,3,0,0,0,3,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,1,3,0,3,0,0,0,0,0,0,2,3,3,0,0,3,2,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,3,3,0,0,0,3,2,0,0
Crustacea,POTAMIDAE,POTAMIDAE,[Fam:POTAMIDAE],Potamon,sp.,Potamon ibericum,0,0,0,0,0,3,0,0,3,0,3,0,3,3,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,1,2,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,0,0,2,3,0,0,0,3,2,0,0
Ephemeroptera,EPHEMERIDAE,EPHEMERIDAE,[Fam:EPHEMERIDAE],Ephemera,sp.,Ephemera,0,0,0,0,3,0,0,1,3,3,1,0,3,3,0,0,0,0,3,1,0,0,0,0,1,1,1,3,2,0,0,3,0,0,3,2,1,0,0,2,0,0,0,1,3,0,3,0,1,0,1,3,0,0,0,0,0,3,0,0,0,1,3,3,1,2,1,1,1,3,1,0,3,0,3,3,3,3,0,3,0,0,0,2,2,3,4,4,0,2,3,2,0,0,1,2,0,0,4,5,1,1,0,1,1,3,0,0,0,1,4,0,0,0,1,3,2,0
Ephemeroptera,POLYMITARCYIDAE,POLYMITARCYIDAE,POLYMITARCYINAE,Ephoron,virgo,Ephoron virgo,0,0,0,3,0,0,0,3,1,0,3,0,3,3,0,0,0,3,0,0,0,0,0,0,1,3,1,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,2,1,0,3,0,0,0,3,3,1,3,0,0,0,0,1,3,4,4,0,0,0,3,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0
Ephemeroptera,POTAMANTHIDAE,POTAMANTHIDAE,[Fam:POTAMANTHIDAE],Potamanthus,luteus,Potamanthus luteus,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,0,1,0,0,0,0,0,2,1,1,3,0,0,0,1,2,0,3,3,2,1,0,0,0,0,0,2,3,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,3,0,2,2,0,0,3,2,0,3,0,3,3,3,3,0,3,0,0,0,0,0,0,4,2,0,0,2,3,0,0,0,0,0,3,3,2,1,0,0,0,3,2,0,0,1,4,1,2,0,0,2,3,2,1
Ephemeroptera,PROSOPISTOMATIDAE,PROSOPISTOMATIDAE,[Fam:PROSOPISTOMATIDAE],Prosopistoma,pennigerum,Prosopistoma foliaceum,0,1,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,2,2,0,1,0,4,0,0,0,2,1,0,0,2,0,1,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,1,3,1,0,0,3,0,0,1,1,1,0,3,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,3
